observ,profile1,tectonics1,profile2,tectonics2,profile3,tectonics3,profile4,tectonics4,profile5,tectonics5,profile6,tectonics6,profile7,tectonics7,profile8,tectonics8,profile9,tectonics9,profile10,tectonics10,profile11,tectonics11,profile12,tectonics12,profile13,tectonics13,profile14,tectonics14,profile15,tectonics15,profile16,tectonics16,profile17,tectonics17,profile18,tectonics18,profile19,tectonics19,profile20,tectonics20,profile21,tectonics21,profile22,tectonics22,profile23,tectonics23,profile24,tectonics24,profile25,tectonics25
418,-5750,Ph,-3350,Ma,-3500,Pc,-650,Pc,-4400,Pc,-3350,Pc,-3900,Pc,-3850,Pc,-5250,Pc,-4850,Pc,-4600,Pc,-3200,Pc,-7350,Ma,-4200,Ma,-1800,Ma,-2750,Ma,-3050,Ma,-3250,Ma,-3450,Pc,-7650,Pc,-3050,Pc,-2150,Pc,-2600,Ph,-150,Ph,-5000,Ph
419,-5750,Ph,-3350,Ma,-3500,Pc,-800,Pc,-4400,Pc,-3350,Pc,-3900,Pc,-3850,Pc,-5250,Pc,-4900,Pc,-4600,Pc,-3200,Pc,-3400,Ma,-4250,Ma,-1850,Ma,-2100,Ma,-3050,Ma,-3250,Ma,-3100,Pc,-7650,Pc,-3150,Pc,-2150,Pc,-2650,Ph,-150,Ph,-5000,Ph
420,-3050,Ph,-3400,Ma,-3550,Pc,-800,Pc,-4450,Pc,-3200,Pc,-3950,Pc,-3800,Pc,-5300,Pc,-4950,Pc,-3650,Pc,-3700,Pc,-3400,Ma,-4250,Ma,-1850,Ma,-2100,Ma,-3050,Ma,-4100,Ma,-3100,Pc,-7900,Pc,-3150,Pc,-2100,Pc,-2650,Pc,-100,Ph,-5000,Ph
421,-3050,Ph,-3400,Ma,-3550,Pc,-700,Pc,-4450,Pc,-3200,Pc,-3950,Pc,-3800,Pc,-5300,Pc,-5000,Pc,-3650,Pc,-3700,Pc,-3450,Ma,-4300,Ma,-1900,Ma,-2100,Ma,-3050,Ma,-4100,Ma,-3050,Pc,-7900,Pc,-3000,Pc,-2100,Pc,-2700,Pc,-100,Ph,-4950,Ph
422,-3050,Ph,-3450,Ma,-3600,Pc,-700,Pc,-4450,Pc,-3250,Pc,-3300,Pc,-3800,Pc,-5300,Pc,-5650,Pc,-4100,Pc,-3750,Pc,-3450,Ma,-4300,Ma,-1900,Ma,-2100,Ma,-3100,Ma,-4000,Ma,-3050,Pc,-7600,Pc,-3000,Pc,-2050,Pc,-2700,Pc,-1850,Ph,-4950,Ph
423,-3050,Ph,-3450,Ma,-3600,Pc,-750,Pc,-4450,Pc,-3250,Pc,-3300,Pc,-3800,Pc,-5300,Pc,-5650,Pc,-4100,Pc,-3750,Pc,-3500,Ma,-4350,Ma,-1950,Ma,-2150,Ma,-3100,Ma,-4000,Ma,-2750,Pc,-7600,Pc,-2950,Pc,-2050,Pc,-3000,Pc,-1850,Ph,-4950,Ph
424,-3100,Ph,-3500,Ma,-2950,Pc,-750,Pc,-4450,Pc,-3400,Pc,-3300,Pc,-3800,Pc,-5300,Pc,-5600,Pc,-4050,Pc,-3800,Pc,-3500,Ma,-4350,Ma,-1950,Ma,-2150,Ma,-3100,Ma,-4450,Ma,-2750,Pc,-7550,Pc,-2950,Pc,-2300,Pc,-3000,Pc,-1700,Ph,-4950,Ph
425,-3100,Ph,-3500,Ma,-2950,Pc,-550,Pc,-4500,Pc,-3400,Pc,-3300,Pc,-3750,Pc,-5300,Pc,-5600,Pc,-4050,Pc,-3800,Pc,-3550,Ma,-3750,Ma,-1500,Ma,-2200,Ma,-3100,Ma,-4450,Ma,-3000,Pc,-7550,Pc,-10600,Pc,-2300,Pc,-2950,Pc,-1700,Ph,-4850,Ph
426,-3100,Ph,-3550,Ma,-2950,Pc,-550,Pc,-4500,Pc,-4300,Pc,-3300,Pc,-3750,Pc,-5300,Pc,-5600,Pc,-4450,Pc,-3650,Pc,-3550,Ma,-3750,Ma,-1500,Ma,-2200,Ma,-3150,Ma,-4500,Ma,-3000,Pc,-8250,Pc,-10600,Pc,-2250,Pc,-2950,Pc,-1900,Ph,-4850,Ph
427,-3100,Ph,-3550,Ma,-2950,Pc,-1250,Pc,-4500,Pc,-4300,Pc,-3300,Pc,-3750,Pc,-5300,Pc,-5600,Pc,-4450,Pc,-3650,Pc,-3600,Ma,-3800,Ma,-1550,Ma,-2250,Ma,-3150,Ma,-4500,Ma,-2800,Pc,-8250,Pc,-8850,Pc,-2250,Pc,-2900,Pc,-1900,Ph,-4850,Ph
428,-3150,Ph,-3600,Ma,-2950,Pc,-1250,Pc,-4300,Pc,-4250,Pc,-3350,Pc,-3750,Pc,-5300,Pc,-5550,Pc,-4550,Pc,-3600,Pc,-3600,Ma,-3800,Ma,-1550,Ma,-2250,Ma,-3150,Ma,-3700,Ma,-2800,Pc,-8350,Pc,-8850,Pc,-2200,Pc,-2900,Pc,-2200,Ph,-4850,Ph
429,-3150,Ph,-3600,Ma,-2950,Pc,-1300,Pc,-4300,Pc,-4250,Pc,-3350,Pc,-3700,Pc,-5350,Pc,-5550,Pc,-4550,Pc,-3600,Pc,-3650,Ma,-3850,Ma,-1600,Ma,-2300,Ma,-3150,Ma,-3700,Ma,-2950,Pc,-8350,Pc,-8800,Pc,-2200,Pc,-2850,Pc,-2200,Ph,-4850,Ph
430,-3300,Ph,-2950,Ma,-3000,Pc,-1300,Pc,-4250,Pc,-4250,Pc,-3350,Pc,-3700,Pc,-5350,Pc,-5500,Pc,-4600,Pc,-3550,Pc,-3650,Ma,-3850,Ma,-1600,Ma,-2300,Ma,-3200,Ma,-3750,Ma,-2950,Pc,-8300,Pc,-8800,Pc,-2600,Pc,-2850,Pc,-2200,Ph,-4850,Ph
431,-3300,Ph,-2950,Ma,-3000,Pc,-950,Pc,-4250,Pc,-4250,Pc,-3350,Pc,-3700,Pc,-5350,Pc,-5500,Pc,-4600,Pc,-3550,Pc,-3700,Ma,-3900,Ma,-1950,Ma,-2350,Ma,-3200,Ma,-3750,Ma,-3050,Pc,-8300,Pc,-8500,Pc,-2600,Pc,-2800,Pc,-2200,Ph,-4850,Ph
432,-3250,Ph,-3000,Ma,-3000,Pc,-950,Pc,-4000,Pc,-4200,Pc,-3350,Pc,-3700,Pc,-5350,Pc,-5700,Pc,-3650,Pc,-4350,Pc,-3700,Ma,-3900,Ma,-1950,Ma,-2350,Ma,-3200,Ma,-3800,Ma,-3050,Pc,-7750,Pc,-8500,Pc,-7000,Pc,-2800,Pc,-1950,Ph,-4850,Ph
433,-3250,Ph,-3000,Ma,-3000,Pc,-1350,Pc,-4000,Pc,-4200,Pc,-3350,Pc,-4350,Pc,-5350,Pc,-5700,Pc,-3650,Pc,-4350,Pc,-3050,Ma,-3950,Ma,-1900,Ma,-2400,Ma,-3200,Ma,-3800,Ma,-3000,Pc,-7750,Pc,-8450,Pc,-7000,Pc,-2500,Pc,-1950,Ph,-4900,Ph
434,-3200,Ph,-3050,Ma,-3000,Pc,-1350,Pc,-4000,Pc,-4200,Pc,-3400,Pc,-4350,Pc,-5350,Pc,-5650,Pc,-3700,Pc,-4350,Pc,-3050,Ma,-3950,Ma,-1900,Ma,-2400,Ma,-3250,Ma,-3650,Ma,-3000,Pc,-7800,Pc,-8450,Pc,-6950,Pc,-2500,Pc,-2150,Ph,-4900,Ph
435,-3200,Ph,-3050,Ma,-3000,Pc,-1450,Pc,-4000,Pc,-4200,Pc,-3400,Pc,-4350,Pc,-5350,Pc,-5650,Pc,-3700,Pc,-4350,Pc,-3100,Ma,-4000,Ma,-1850,Ma,-1450,Ma,-3250,Ma,-3650,Ma,-2700,Pc,-7800,Pc,-8650,Pc,-6950,Pc,-2050,Pc,-2150,Ph,-4900,Pc
436,-4250,Ph,-3100,Ma,-3000,Pc,-1450,Pc,-4050,Pc,-3850,Pc,-3400,Pc,-4350,Pc,-5350,Pc,-5750,Pc,-3750,Pc,-4400,Pc,-3100,Ma,-4000,Ma,-1850,Ma,-1450,Ma,-3250,Ma,-3600,Ma,-2700,Pc,-4050,Pc,-8650,Pc,-6100,Pc,-2050,Pc,-2000,Ph,-4900,Pc
437,-4250,Ph,-3100,Ma,-3000,Pc,-1400,Pc,-4050,Pc,-3850,Pc,-3400,Pc,-4350,Pc,-5350,Pc,-5750,Pc,-3750,Pc,-4400,Pc,-3150,Ma,-5200,Ma,-1800,Ma,-2000,Ma,-3250,Ma,-3600,Ma,-2650,Pc,-4050,Pc,-8700,Pc,-6100,Pc,-2000,Pc,-2000,Ph,-4900,Pc
438,-5600,Ph,-3150,Ma,-3050,Pc,-1400,Pc,-4050,Pc,-3850,Pc,-3400,Pc,-4300,Pc,-4700,Pc,-3300,Pc,-3800,Pc,-4450,Pc,-3150,Ma,-5200,Ma,-1800,Ma,-2000,Ma,-3250,Ma,-3800,Ma,-2650,Pc,-3650,Pc,-8700,Pc,-7150,Pc,-2000,Pc,-1550,Ph,-4900,Pc
439,-5600,Ph,-3150,Ma,-3050,Pc,-900,Pc,-4050,Pc,-3850,Pc,-3400,Pc,-4300,Pc,-4750,Pc,-3300,Pc,-3800,Pc,-4450,Pc,-3200,Ma,-3450,Ma,-1750,Ma,-2050,Ma,-3250,Ma,-3800,Ma,-2600,Pc,-3650,Pc,-8600,Pc,-7150,Pc,-3850,Pc,-1550,Ph,-4900,Pc
440,-5800,Ph,-3150,Ma,-3050,Pc,-900,Pc,-4100,Pc,-3900,Pc,-3450,Pc,-4300,Pc,-4800,Pc,-3350,Pc,-3850,Pc,-4500,Pc,-3200,Ma,-3450,Ma,-1750,Ma,-2050,Ma,-2800,Ma,-3850,Ma,-2600,Pc,-3900,Pc,-8600,Pc,-7100,Pc,-3850,Pc,-1600,Ph,-4900,Pc
441,-5800,Ph,-3150,Ma,-3050,Pc,-1550,Pc,-4100,Pc,-3900,Pc,-3450,Pc,-4300,Pc,-4850,Pc,-3350,Pc,-3850,Pc,-4300,Pc,-3250,Ma,-3500,Ma,-1700,Ma,-2050,Ma,-2800,Ma,-3850,Ma,-2450,Pc,-3900,Pc,-8550,Pc,-7100,Pc,-3850,Pc,-1600,Ph,-5950,Pc
442,-5650,Ph,-3200,Ma,-3050,Pc,-1550,Pc,-4100,Pc,-3900,Pc,-3450,Pc,-4300,Pc,-4850,Pc,-3150,Pc,-5400,Pc,-4300,Pc,-3250,Ma,-3500,Ma,-1700,Ma,-2050,Ma,-2850,Ma,-3950,Ma,-2450,Pc,-3950,Pc,-8550,Pc,-7050,Pc,-3850,Pc,-2300,Ph,-5950,Pc
443,-5650,Ph,-3200,Ma,-3050,Pc,-1500,Pc,-4100,Pc,-3900,Pc,-3450,Pc,-4250,Pc,-4850,Pc,-3150,Pc,-5400,Pc,-4250,Pc,-3300,Ma,-3550,Ma,-1650,Ma,-1650,Ma,-2850,Ma,-3950,Ma,-2400,Pc,-3950,Pc,-8750,Pc,-7050,Pc,-3850,Pc,-2300,Ph,-6000,Pc
444,-2400,Ph,-3250,Ma,-3100,Pc,-1500,Pc,-4150,Pc,-3950,Pc,-3450,Pc,-4250,Pc,-4850,Pc,-3200,Pc,-3300,Pc,-4250,Pc,-3300,Ma,-3550,Ma,-1650,Ma,-1650,Ma,-2900,Ma,-4200,Ma,-2400,Pc,-4000,Pc,-8750,Pc,-7300,Pc,-3850,Pc,-2300,Ph,-6000,Pc
445,-2400,Ph,-3250,Ma,-3100,Pc,-1150,Pc,-4150,Pc,-3950,Pc,-3450,Pc,-4250,Pc,-4850,Pc,-3200,Pc,-3300,Pc,-4000,Pc,-3350,Ma,-5150,Ma,-4200,Ma,-1700,Ma,-2900,Ma,-4200,Ma,-2550,Pc,-4000,Pc,-10300,Pc,-7300,Pc,-3800,Pc,-2300,Ph,-6050,Pc
446,-2450,Ph,-2850,Ma,-3100,Pc,-1150,Pc,-4200,Pc,-3950,Pc,-3500,Pc,-4250,Pc,-4900,Pc,-3250,Pc,-3350,Pc,-4000,Pc,-3350,Ma,-5150,Ma,-4200,Ma,-1700,Ma,-2950,Ma,-4250,Ma,-2550,Pc,-4050,Pc,-10300,Pc,-7250,Pc,-3800,Pc,-2250,Ph,-6050,Pc
447,-2450,Ph,-2850,Ma,-3100,Pc,-1100,Pc,-4200,Pc,-3950,Pc,-3500,Pc,-4250,Pc,-4900,Pc,-3250,Pc,-3350,Pc,-4050,Pc,-2700,Ma,-3600,Ma,-3500,Ma,-1750,Ma,-2950,Ma,-4250,Ma,-2500,Pc,-4050,Pc,-10350,Pc,-7250,Pc,-3800,Pc,-2250,Ph,-5650,Pc
448,-2350,Ph,-2850,Ma,-3100,Pc,-1100,Pc,-3650,Pc,-3950,Pc,-3500,Pc,-4200,Pc,-4900,Pc,-5900,Pc,-3400,Pc,-4050,Pc,-2700,Ma,-3600,Ma,-3500,Ma,-1750,Ma,-2450,Ma,-4300,Ma,-2500,Pc,-4000,Pc,-10350,Pc,-7200,Pc,-3800,Pc,-2250,Ph,-5650,Pc
449,-2350,Ph,-2850,Ma,-3100,Pc,-1200,Pc,-3650,Pc,-3950,Pc,-3500,Pc,-4200,Pc,-4900,Pc,-5900,Pc,-3400,Pc,-4100,Pc,-2750,Ma,-3650,Ma,-3550,Ma,-1800,Ma,-2450,Ma,-4300,Ma,-3100,Pc,-4000,Pc,-10400,Pc,-7200,Pc,-4150,Pc,-2250,Ph,-5550,Pc
450,-2400,Ph,-2850,Ma,-3150,Pc,-1200,Pc,-3700,Pc,-4000,Pc,-3500,Pc,-4200,Pc,-4900,Pc,-5700,Pc,-3450,Pc,-4100,Pc,-2750,Ma,-3650,Ma,-3550,Ma,-1800,Ma,-2500,Ma,-4350,Ma,-3100,Pc,-3850,Pc,-10400,Pc,-8050,Pc,-4150,Pc,-1650,Ph,-5550,Pc
451,-2400,Ph,-2850,Ma,-3150,Pc,-1050,Pc,-3700,Pc,-4000,Pc,-3500,Pc,-4200,Pc,-4950,Pc,-5700,Pc,-3450,Pc,-4150,Pc,-2800,Ma,-3700,Ma,-3550,Ma,-1850,Ma,-2500,Ma,-4350,Ma,-3050,Pc,-3850,Pc,-10450,Pc,-8050,Pc,-4100,Pc,-1650,Ph,-6100,Pc
452,-2500,Ph,-2900,Ma,-3150,Pc,-1050,Pc,-3750,Pc,-3700,Pc,-3550,Pc,-4200,Pc,-4950,Pc,-5750,Pc,-3500,Pc,-4150,Pc,-2800,Ma,-3700,Ma,-3550,Ma,-1850,Ma,-2550,Ma,-4400,Ma,-3050,Pc,-3850,Pc,-10450,Pc,-8200,Pc,-4100,Pc,-1800,Ph,-6100,Pc
453,-2500,Ph,-2900,Ma,-3150,Pc,-1000,Pc,-3750,Pc,-3700,Pc,-3550,Pc,-4150,Pc,-4950,Pc,-5750,Pc,-3500,Pc,-4200,Pc,-2850,Ma,-3150,Ma,-3650,Ma,-1900,Ma,-2550,Ma,-4400,Ma,-2350,Pc,-3850,Pc,-10500,Pc,-8200,Pc,-4200,Pc,-1800,Ph,-5600,Pc
454,-2350,Ph,-4900,Ma,-3200,Pc,-1000,Pc,-3750,Pc,-3650,Pc,-3550,Pc,-4150,Pc,-4950,Pc,-5800,Pc,-3550,Pc,-4200,Pc,-2850,Ma,-3150,Ma,-3650,Ma,-1900,Ma,-2600,Ma,-4650,Ma,-2350,Pc,-4100,Pc,-10500,Pc,-8100,Pc,-4200,Pc,-1750,Ph,-5600,Pc
455,-2350,Ph,-4900,Ma,-3200,Pc,-2050,Pc,-3750,Pc,-3650,Pc,-3550,Pc,-4150,Pc,-4950,Pc,-5800,Pc,-3550,Pc,-3650,Pc,-2900,Ma,-5100,Ma,-3600,Ma,-1950,Ma,-2600,Ma,-4650,Ma,-3000,Pc,-4100,Pc,-10550,Pc,-8100,Pc,-4250,Pc,-1750,Ph,-5750,Pc
456,-1650,Ph,-2400,Ma,-3250,Pc,-2050,Pc,-3800,Pc,-1950,Pc,-3550,Pc,-4150,Pc,-5000,Pc,-5850,Pc,-3600,Pc,-3650,Pc,-2900,Ma,-5100,Ma,-3600,Ma,-1950,Ma,-2650,Ma,-4600,Ma,-3000,Pc,-3950,Pc,-10550,Pc,-8150,Pc,-4250,Pc,-450,Ph,-5750,Pc
457,-1650,Ph,-2400,Ma,-3250,Pc,-1800,Pc,-3800,Pc,-1950,Pc,-3550,Pc,-4150,Pc,-5000,Pc,-5850,Pc,-3600,Pc,-3700,Pc,-2950,Ma,-3200,Ma,-4450,Ma,-1500,Ma,-2650,Ma,-4600,Ma,-2950,Pc,-3950,Pc,-9950,Pc,-8150,Pc,-3900,Pc,-450,Ph,-5700,Pc
458,-1600,Ph,-2400,Ma,-2850,Pc,-1800,Pc,-3800,Pc,-1850,Pc,-3600,Pc,-4100,Pc,-5000,Pc,-4650,Pc,-2950,Pc,-3700,Pc,-2950,Ma,-3200,Ma,-4450,Ma,-1500,Ma,-2700,Ma,-4600,Ma,-2950,Pc,-3900,Pc,-9950,Pc,-7500,Pc,-3900,Pc,-400,Ph,-5700,Pc
459,-1600,Ph,-2400,Ma,-2850,Pc,-1750,Pc,-3800,Pc,-1850,Pc,-3600,Pc,-4100,Pc,-5000,Pc,-4550,Pc,-2950,Pc,-3750,Pc,-3000,Ma,-3250,Ma,-4400,Ma,-1550,Ma,-2700,Ma,-4600,Ma,-2900,Pc,-3900,Pc,-10000,Pc,-7500,Pc,-3900,Pc,-400,Ph,-5800,Pc
460,-1450,Ph,-2350,Ma,-2850,Pc,-1750,Pc,-3850,Pc,-1900,Pc,-3600,Pc,-4100,Pc,-5000,Pc,-4550,Pc,-3000,Pc,-3750,Pc,-3000,Pc,-3250,Ma,-4400,Ma,-1550,Ma,-2750,Ma,-4550,Ma,-2900,Pc,-4100,Pc,-10000,Pc,-7450,Ca,-3900,Pc,-350,Ph,-5800,Pc
461,-1450,Ph,-2350,Ma,-2850,Pc,-2100,Pc,-3850,Pc,-1900,Pc,-3600,Pc,-4100,Pc,-5000,Pc,-4600,Pc,-3000,Pc,-3800,Pc,-2350,Pc,-3300,Ma,-4350,Ma,-1600,Ma,-2750,Ma,-4550,Ma,-2850,Pc,-4100,Pc,-10150,Pc,-7450,Ca,-3900,Pc,-350,Ph,-5850,Pc
462,-1550,Ph,-2300,Ma,-2850,Pc,-2100,Pc,-3850,Pc,-2200,Pc,-3600,Pc,-4100,Pc,-5000,Pc,-4600,Pc,-3050,Pc,-3800,Pc,-2350,Pc,-3300,Ma,-4350,Ma,-1600,Ma,-2100,Ma,-4150,Ma,-2850,Pc,-2950,Pc,-10150,Pc,-7400,Ca,-3900,Pc,-300,Ph,-5850,Pc
463,-1550,Ph,-2300,Ma,-2850,Pc,-1700,Pc,-3850,Pc,-2200,Pc,-3600,Pc,-4050,Pc,-5100,Pc,-7200,Pc,-3050,Pc,-3850,Pc,-2400,Pc,-3350,Ma,-4300,Ma,-3650,Ma,-2100,Ma,-4150,Ma,-2800,Pc,-2950,Pc,-10100,Pc,-7400,Ca,-4300,Pc,-300,Ph,-5900,Pc
464,-1500,Ph,-2250,Ma,-2850,Pc,-1700,Pc,-3900,Pc,-2200,Pc,-2950,Pc,-4050,Pc,-5100,Pc,-7200,Pc,-3100,Pc,-3850,Pc,-2400,Pc,-3350,Ma,-4300,Ma,-3650,Ma,-2150,Ma,-3900,Ma,-2800,Pc,-3000,Pc,-10100,Pc,-7350,Ca,-4300,Pc,-250,Ph,-5900,Pc
465,-1500,Ph,-2250,Ma,-2850,Pc,-1650,Pc,-3900,Pc,-2200,Pc,-2950,Pc,-4050,Pc,-5650,Pc,-7150,Pc,-3100,Pc,-3850,Pc,-2450,Pc,-3400,Ma,-4050,Ma,-3650,Ma,-2150,Ma,-3900,Ma,-2750,Pc,-3000,Pc,-10050,Pc,-7350,Ca,-4350,Pc,-250,Pc,-5250,Pc
466,-1900,Ph,-2150,Ma,-2850,Pc,-1650,Pc,-3900,Pc,-2150,Pc,-2950,Pc,-4050,Pc,-5650,Pc,-7150,Pc,-3150,Pc,-3850,Pc,-2450,Pc,-3400,Ma,-4050,Ma,-3650,Ma,-2200,Ma,-3200,Ma,-2750,Pc,-3050,Pc,-10050,Pc,-7350,Ca,-4350,Pc,-200,Pc,-5250,Pc
467,-1900,Ph,-2150,Ma,-2850,Pc,-1600,Pc,-3900,Pc,-2150,Pc,-2950,Pc,-4050,Pc,-5650,Pc,-7500,Pc,-3150,Pc,-3900,Pc,-2500,Pc,-4750,Ma,-4050,Ma,-3700,Ma,-2200,Ma,-3200,Ma,-4050,Pc,-3050,Pc,-10200,Pc,-7350,Ca,-4700,Pc,-200,Pc,-5200,Pc
468,-1900,Ph,-2050,Ma,-2900,Pc,-1600,Pc,-3950,Pc,-2150,Pc,-2950,Pc,-2200,Pc,-5650,Pc,-7500,Pc,-3200,Pc,-3900,Pc,-2500,Pc,-4750,Ma,-4050,Ma,-3700,Ma,-2250,Ma,-3450,Ma,-4050,Pc,-3300,Pc,-10200,Pc,-7950,Ca,-4700,Pc,-750,Pc,-5200,Pc
469,-1900,Ph,-2050,Ma,-2900,Pc,-1900,Pc,-3950,Pc,-2150,Pc,-2950,Pc,-2200,Pc,-5600,Pc,-7100,Pc,-3200,Pc,-3900,Pc,-2550,Pc,-4800,Pc,-4200,Ma,-3700,Ma,-2250,Ma,-3450,Ma,-4100,Pc,-3300,Pc,-10250,Pc,-7950,Ca,-4750,Pc,-750,Pc,-5150,Pc
470,-1900,Ph,-2000,Ma,-2900,Pc,-1900,Pc,-3950,Pc,-2300,Pc,-3000,Pc,-3900,Pc,-5600,Pc,-7100,Pc,-3250,Pc,-3900,Pc,-2550,Pc,-4800,Pc,-4200,Ma,-3700,Ma,-2300,Ma,-3400,Ma,-4100,Pc,-3250,Pc,-10250,Pc,-8000,Ca,-4750,Pc,-700,Pc,-5150,Pc
471,-1900,Ph,-2000,Ma,-2900,Pc,-1950,Pc,-3950,Pc,-2300,Pc,-3000,Pc,-3900,Pc,-5600,Pc,-7450,Pc,-3250,Pc,-3950,Pc,-2600,Pc,-4850,Pc,-4250,Ma,-3600,Ma,-2300,Ma,-3400,Ma,-3500,Pc,-3250,Pc,-9300,Pc,-8000,Ca,-4800,Pc,-700,Pc,-4050,Pc
472,-1850,Ph,-1950,Ma,-2900,Pc,-1950,Pc,-3300,Pc,-2350,Pc,-3000,Pc,-3900,Pc,-5600,Pc,-7450,Pc,-2600,Pc,-3950,Pc,-2600,Pc,-4850,Pc,-4250,Ma,-3600,Ma,-2350,Ma,-3350,Ma,-3500,Pc,-3200,Pc,-9300,Pc,-7700,Ca,-4800,Pc,-650,Pc,-4050,Pc
473,-1850,Ph,-1950,Ma,-2900,Pc,-2000,Pc,-3300,Pc,-2350,Pc,-3000,Pc,-3900,Pc,-5550,Pc,-7350,Pc,-2600,Pc,-3950,Pc,-2650,Pc,-4900,Pc,-4100,Ma,-3600,Ma,-2350,Ma,-3350,Ma,-3500,Pc,-3200,Pc,-9800,Pc,-7700,Ca,-4400,Pc,-650,Pc,-5500,Pc
474,-1800,Ph,-2100,Ma,-6350,Pc,-2000,Pc,-3300,Pc,-2600,Pc,-3000,Pc,-3850,Pc,-5550,Pc,-7350,Pc,-2650,Pc,-3950,Pc,-2650,Pc,-4900,Pc,-4100,Ma,-3600,Ma,-2400,Ma,-3300,Ma,-3500,Pc,-3150,Pc,-9800,Pc,-7850,Ca,-4400,Pc,-600,Pc,-5500,Pc
475,-1800,Ph,-2100,Ma,-6350,Pc,-1850,Pc,-3300,Pc,-2600,Pc,-3000,Pc,-3850,Pc,-5550,Pc,-7400,Pc,-2650,Pc,-3300,Pc,-2000,Pc,-4950,Pc,-4100,Ma,-3400,Ma,-2400,Ma,-3300,Ma,-3550,Pc,-3150,Pc,-9550,Pc,-7850,Ca,-4650,Pc,-600,Pc,-5550,Pc
476,-1750,Ph,-2200,Ma,-5350,Pc,-1850,Pc,-3300,Pc,-2550,Pc,-3050,Pc,-3900,Pc,-5550,Pc,-7400,Pc,-2700,Pc,-3300,Pc,-2000,Pc,-4950,Pc,-4100,Ma,-3400,Ma,-1450,Ma,-3250,Ma,-3550,Pc,-3100,Pc,-9550,Pc,-7650,Ca,-4650,Pc,-550,Pc,-5550,Pc
477,-1750,Ph,-2200,Ma,-5350,Pc,-3000,Pc,-3300,Pc,-2550,Pc,-3050,Pc,-3900,Pc,-5500,Pc,-7300,Pc,-2700,Pc,-3300,Pc,-2050,Pc,-5000,Pc,-4150,Ma,-3350,Ma,-1450,Ma,-3250,Ma,-3550,Pc,-3100,Pc,-9850,Pc,-7650,Ca,-4000,Pc,-550,Pc,-5400,Pc
478,-1700,Ph,-2900,Ma,-6100,Pc,-3000,Pc,-3350,Pc,-2500,Pc,-3050,Pc,-3950,Pc,-5500,Pc,-7300,Pc,-2750,Pc,-3300,Pc,-2050,Pc,-5000,Pc,-4150,Ma,-3350,Ma,-2000,Ma,-3250,Ma,-3550,Pc,-8850,Pc,-9850,Pc,-7900,Ca,-4000,Pc,-500,Pc,-5400,Pc
479,-1700,Ph,-2900,Ma,-6100,Pc,-2550,Pc,-3350,Pc,-2500,Pc,-3050,Pc,-3950,Pc,-5500,Pc,-7250,Pc,-2750,Pc,-3350,Pc,-2100,Pc,-5050,Pc,-4150,Ma,-3300,Ma,-2000,Ma,-3250,Ma,-3650,Pc,-8850,Pc,-9450,Pc,-7900,Ca,-4000,Pc,-500,Pc,-5350,Pc
480,-2300,Ph,-2950,Ma,-6150,Pc,-2550,Pc,-3350,Pc,-2450,Pc,-3050,Pc,-4000,Pc,-5500,Pc,-7250,Pc,-2800,Pc,-3350,Pc,-2100,Pc,-5050,Pc,-4150,Ma,-3300,Ma,-2050,Ma,-3000,Ma,-3650,Pc,-8800,Pc,-9450,Pc,-7600,Ca,-4000,Pc,-1400,Pc,-5350,Pc
481,-2300,Ph,-2950,Ma,-6150,Pc,-2500,Pc,-3350,Pc,-2450,Pc,-3050,Pc,-4000,Pc,-5500,Pc,-7600,Pc,-2800,Pc,-3350,Pc,-2150,Pc,-5250,Pc,-4000,Ma,-3250,Ma,-2050,Ma,-3000,Ma,-3650,Pc,-8800,Pc,-9500,Pc,-7600,Ca,-3950,Pc,-1400,Pc,-5300,Pc
482,-2250,Ph,-3000,Ma,-6200,Pc,-2500,Pc,-3350,Pc,-2400,Pc,-3100,Pc,-4000,Pc,-5500,Pc,-7600,Pc,-2850,Pc,-3350,Pc,-2150,Pc,-5250,Pc,-4000,Ma,-3250,Ma,-1650,Ma,-3150,Ma,-3650,Pc,-8500,Pc,-9500,Pc,-7550,Ca,-3950,Pc,-1450,Pc,-5300,Pc
483,-2250,Ph,-3000,Ma,-6200,Pc,-2150,Pc,-3350,Pc,-2400,Pc,-3100,Pc,-4000,Pc,-5500,Pc,-7550,Pc,-2850,Pc,-3400,Pc,-2200,Pc,-5300,Pc,-4050,Ma,-3500,Ma,-1650,Ma,-3150,Ma,-3600,Pc,-8500,Pc,-9900,Pc,-7550,Ca,-3950,Pc,-1450,Pc,-4200,Pc
484,-1150,Ph,-3050,Ma,-6250,Pc,-2150,Pc,-3400,Pc,-2350,Pc,-3100,Pc,-2400,Pc,-5500,Pc,-7550,Pc,-2900,Pc,-3400,Pc,-2200,Pc,-5300,Pc,-4050,Ma,-3500,Ma,-1700,Ma,-5650,Ma,-3600,Pc,-8450,Pc,-9900,Pc,-8250,Ca,-3950,Pc,-1500,Pc,-4200,Pc
485,-1150,Ph,-3050,Ma,-6250,Pc,-2200,Pc,-3400,Pc,-2350,Pc,-3100,Pc,-2400,Pc,-5500,Pc,-7050,Pc,-2900,Pc,-3400,Pc,-2250,Pc,-5350,Pc,-3600,Ma,-3500,Ma,-1700,Ma,-5650,Ma,-3600,Pc,-8450,Pc,-9700,Pc,-8250,Ca,-3700,Pc,-1500,Pc,-3950,Pc
